Category,City,Country/Region,Customer Name,Date String,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Selected State,Ship Date,Ship Mode,Size,State,State Name,State Set,Sub-Category,Discount,Profit,Quantity,Sales
Technology,Oklahoma City,United States,Aaron Bergman,2020-11-01,Samsung,2020/11/10,CA-2020-140935,73120,Samsung Convoy 3,Central,Consumer,伪,2020/11/12,First Class,伪,Oklahoma,Oklahoma,2,Phones,0,62.1544,2,$222
Technology,Eau Claire,United States,Richard Eichhorn,2019-12-01,Cisco,2019/12/27,CA-2019-151589,54703,Cisco SPA 502G IP Phone,Central,Consumer,伪,2019/12/30,First Class,伪,Wisconsin,Wisconsin,2,Phones,0,71.97,2,$240
Technology,Cedar Rapids,United States,Toby Ritter,2020-09-01,Other,2020/9/5,CA-2020-160815,52402,Geemarc AmpliPOWER60,Central,Consumer,伪,2020/9/6,First Class,伪,Iowa,Other (median),3,Phones,0,80.736,3,$278
Technology,Detroit,United States,Theone Pippenger,2021-12-01,Microsoft,2021/12/22,CA-2021-120376,48227,Microsoft Wireless Mobile Mouse 4000,Central,Consumer,伪,2021/12/25,First Class,伪,Michigan,Other (median),3,Accessories,0,63.984,5,$200
Technology,Wichita,United States,Trudy Brown,2020-09-01,Plantronics,2020/9/11,CA-2020-153157,67212,Plantronics Encore H101 Dual Earpieces Headset,Central,Consumer,伪,2020/9/14,First Class,伪,Kansas,Other (median),3,Phones,0,62.93,5,$225
Technology,Detroit,United States,Cynthia Arntzen,2019-12-01,Maxell,2019/12/11,CA-2019-135853,48205,Maxell 4.7GB DVD+RW 3/Pack,Central,Consumer,伪,2019/12/14,First Class,伪,Michigan,Other (median),3,Accessories,0,61.3305,11,$175
Technology,Houston,United States,Greg Tran,2021-05-01,Other,2021/5/14,CA-2021-161774,77041,PayAnywhere Card Reader,Central,Consumer,真,2021/5/15,First Class,真,Texas,Texas,1,Phones,0.2,0.6993,1,$8
Technology,Austin,United States,Tim Brockman,2021-01-01,Logitech,2021/1/15,US-2021-104661,78745,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Central,Consumer,真,2021/1/18,First Class,真,Texas,Texas,1,Accessories,0.2,14.3952,2,$48
Technology,Chicago,United States,Annie Thurman,2021-08-01,Other,2021/8/1,CA-2021-135034,60653,JBL Micro Wireless Portable Bluetooth Speaker,Central,Consumer,伪,2021/8/3,First Class,伪,Illinois,Other (median),3,Phones,0.2,5.999,2,$96
Technology,Chicago,United States,Sarah Brown,2018-09-01,Other,2018/9/20,CA-2018-120411,60653,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Central,Consumer,伪,2018/9/23,First Class,伪,Illinois,Other (median),3,Phones,0.2,3.475,2,$11
Technology,Dallas,United States,Patrick Gardner,2021-11-01,OtterBox,2021/11/11,US-2021-116491,75081,OtterBox Commuter Series Case - iPhone 5 & 5s,Central,Consumer,真,2021/11/13,First Class,真,Texas,Texas,1,Phones,0.2,12.3144,2,$35
Technology,Houston,United States,Joe Elijah,2019-10-01,Jabra,2019/10/23,CA-2019-110877,77041,Jabra SPEAK 410,Central,Consumer,真,2019/10/26,First Class,真,Texas,Texas,1,Phones,0.2,15.0384,2,$150
Technology,Allen,United States,Anthony Witt,2019-11-01,Kingston,2019/11/29,CA-2019-129112,75002,Kingston Digital DataTraveler 16GB USB 2.0,Central,Consumer,真,2019/11/30,First Class,真,Texas,Texas,1,Accessories,0.2,-0.268500000,3,$21
Technology,Dallas,United States,Chloris Kastensmidt,2021-08-01,Logitech,2021/8/7,CA-2021-110821,75081,Logitech K350 2.4Ghz Wireless Keyboard,Central,Consumer,真,2021/8/8,First Class,真,Texas,Texas,1,Accessories,0.2,-13.4379,3,$119
Technology,El Paso,United States,Mick Crebagga,2018-12-01,Other,2018/12/15,CA-2018-101602,79907,ARKON Windshield Dashboard Air Vent Car Mount Holder,Central,Consumer,真,2018/12/18,First Class,真,Texas,Texas,1,Phones,0.2,-9.153,3,$41
Technology,Pearland,United States,Adrian Barton,2021-06-01,LG,2021/6/5,CA-2021-126788,77581,LG G3,Central,Consumer,真,2021/6/6,First Class,真,Texas,Texas,1,Phones,0.2,52.9173,3,$470
Technology,The Colony,United States,Barry Gonzalez,2020-11-01,Apple,2020/11/17,CA-2020-134110,75056,Apple EarPods with Remote and Mic,Central,Consumer,真,2020/11/18,First Class,真,Texas,Texas,1,Phones,0.2,6.7176,3,$67
Technology,El Paso,United States,Michael Nguyen,2018-07-01,Polycom,2018/7/11,CA-2018-123225,79907,Polycom VVX 310 VoIP phone,Central,Consumer,真,2018/7/14,First Class,真,Texas,Texas,1,Phones,0.2,43.1976,4,$576
Technology,Austin,United States,Tim Brockman,2021-01-01,Maxell,2021/1/15,US-2021-104661,78745,"Maxell 74 Minute CDR, 10/Pack",Central,Consumer,真,2021/1/18,First Class,真,Texas,Texas,1,Accessories,0.2,13.3008,8,$63
Technology,Houston,United States,Ivan Liston,2020-07-01,Griffin,2020/7/23,CA-2020-111318,77041,Griffin GC17055 Auxiliary Audio Cable,Central,Consumer,真,2020/7/26,First Class,真,Texas,Texas,1,Phones,0.2,11.5136,8,$115
Technology,New York City,United States,Becky Martin,2020-12-01,Enermax,2020/12/4,CA-2020-126004,10024,Enermax Aurora Lite Keyboard,East,Consumer,伪,2020/12/5,First Class,伪,New York,Other (median),3,Accessories,0,34.386,1,$78
Technology,New York City,United States,Alejandro Grove,2018-07-01,Other,2018/7/23,CA-2018-103058,10011,Case Logic 2.4GHz Wireless Keyboard,East,Consumer,伪,2018/7/24,First Class,伪,New York,Other (median),3,Accessories,0,7.998400000,2,$100
Technology,Wilmington,United States,Christina Anderson,2021-09-01,GE,2021/9/22,CA-2021-122196,19805,GE 30524EE4,East,Consumer,伪,2021/9/24,First Class,伪,Delaware,Other (median),3,Phones,0,113.6742,2,$392
Technology,Lowell,United States,Anna Andreadi,2018-12-01,Cisco,2018/12/1,CA-2018-143210,01852,Cisco IP Phone 7961G VoIP phone - Dark gray,East,Consumer,伪,2018/12/3,First Class,伪,Massachusetts,Massachusetts,2,Phones,0,78.851,2,$272
Technology,New York City,United States,Lena Creighton,2019-06-01,RCA,2019/6/16,US-2019-163825,10009,RCA Visys Integrated PBX 8-Line Router,East,Consumer,伪,2019/6/19,First Class,伪,New York,Other (median),3,Phones,0,33.495,2,$134
Technology,New York City,United States,Naresj Patel,2019-08-01,Nortel,2019/8/9,CA-2019-131338,10024,Nortel Meridian M3904 Professional Digital phone,East,Consumer,伪,2019/8/12,First Class,伪,New York,Other (median),3,Phones,0,89.3142,2,$308
Technology,Everett,United States,Toby Carlisle,2018-10-01,WD My Passport,2018/10/14,CA-2018-151330,02149,WD My Passport Ultra 500GB Portable External Hard Drive,East,Consumer,伪,2018/10/17,First Class,伪,Massachusetts,Massachusetts,2,Accessories,0,30.09,3,$177
Technology,New York City,United States,Edward Nazzal,2019-05-01,Plantronics,2019/5/30,CA-2019-103177,10009,Plantronics MX500i Earset,East,Consumer,伪,2019/6/1,First Class,伪,New York,Other (median),3,Phones,0,3.8655,3,$129
Technology,New York City,United States,Edward Nazzal,2019-05-01,RCA,2019/5/30,CA-2019-103177,10009,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,East,Consumer,伪,2019/6/1,First Class,伪,New York,Other (median),3,Phones,0,2.399700000,3,$240
Technology,New York City,United States,Toby Braunhardt,2018-06-01,GE,2018/6/21,CA-2018-130624,10024,GE 2-Jack Phone Line Splitter,East,Consumer,伪,2018/6/24,First Class,伪,New York,Other (median),3,Phones,0,160.6722,3,$618
Technology,New York City,United States,Carlos Daly,2021-11-01,Samsung,2021/11/20,CA-2021-111556,10035,Samsung Galaxy Mega 6.3,East,Consumer,伪,2021/11/22,First Class,伪,New York,Other (median),3,Phones,0,327.5922,3,"$1,260"
Technology,Niagara Falls,United States,Jamie Kunitz,2018-07-01,Cisco,2018/7/11,CA-2018-166555,14304,Cisco SPA112 2 Port Phone Adapter,East,Consumer,伪,2018/7/14,First Class,伪,New York,Other (median),3,Phones,0,47.8065,3,$165
Technology,Rochester,United States,Luke Weiss,2020-11-01,Jabra,2020/11/7,CA-2020-132997,14609,Jabra Supreme Plus Driver Edition Headset,East,Consumer,伪,2020/11/9,First Class,伪,New York,Other (median),3,Phones,0,100.7916,3,$360
Technology,New York City,United States,Naresj Patel,2019-08-01,Belkin,2019/8/9,CA-2019-131338,10024,Belkin QODE FastFit Bluetooth Keyboard,East,Consumer,伪,2019/8/12,First Class,伪,New York,Other (median),3,Accessories,0,34.692,4,$248
Technology,New York City,United States,Nat Carroll,2020-11-01,SanDisk,2020/11/24,CA-2020-124485,10035,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,East,Consumer,伪,2020/11/26,First Class,伪,New York,Other (median),3,Accessories,0,11.492,4,$88
Technology,New York City,United States,Gary McGarr,2021-03-01,Nokia,2021/3/26,US-2021-121251,10009,Nokia Lumia 521 (T-Mobile),East,Consumer,伪,2021/3/27,First Class,伪,New York,Other (median),3,Phones,0,33.5888,4,$120
Technology,Rochester,United States,Luke Weiss,2020-11-01,AT&T,2020/11/7,CA-2020-132997,14609,AT&T SB67148 SynJ,East,Consumer,伪,2020/11/9,First Class,伪,New York,Other (median),3,Phones,0,71.2692,4,$264
Technology,Lowell,United States,Kunst Miller,2021-12-01,GE,2021/12/2,CA-2021-167395,01852,GE 30524EE4,East,Consumer,伪,2021/12/4,First Class,伪,Massachusetts,Massachusetts,2,Phones,0,284.1855,5,$980
Technology,New York City,United States,Mitch Webber,2018-09-01,Other,2018/9/20,CA-2018-125997,10011,Ooma Telo VoIP Home Phone System,East,Consumer,伪,2018/9/23,First Class,伪,New York,Other (median),3,Phones,0,157.4875,5,$630
Technology,New York City,United States,Naresj Patel,2019-08-01,Panasonic,2019/8/9,CA-2019-131338,10024,Panasonic KX-TG9471B,East,Consumer,伪,2019/8/12,First Class,伪,New York,Other (median),3,Phones,0,274.386,5,$980
Technology,Baltimore,United States,Charles McCrossin,2020-10-01,Logitech,2020/10/21,CA-2020-111493,21215,Logitech Desktop MK120 Mouse and keyboard Combo,East,Consumer,伪,2020/10/22,First Class,伪,Maryland,Maryland,2,Accessories,0,9.816,6,$98
Technology,New York City,United States,Alan Hwang,2019-12-01,Other,2019/12/7,CA-2019-165050,10024,Digium D40 VoIP phone,East,Consumer,伪,2019/12/9,First Class,伪,New York,Other (median),3,Phones,0,224.4426,6,$774
Technology,New York City,United States,Mitch Webber,2018-09-01,Panasonic,2018/9/20,CA-2018-125997,10011,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,East,Consumer,伪,2018/9/23,First Class,伪,New York,Other (median),3,Phones,0,661.4559,9,"$1,350"
Technology,Philadelphia,United States,Ruben Dartt,2018-11-01,Logitech,2018/11/19,US-2018-149034,19120,Logitech G105 Gaming Keyboard,East,Consumer,伪,2018/11/21,First Class,伪,Pennsylvania,Other (median),3,Accessories,0.2,-1.1874,1,$47
Technology,New York City,United States,Emily Phan,2018-07-01,Canon,2018/7/6,CA-2018-134278,10011,Canon Imageclass D680 Copier / Fax,East,Consumer,伪,2018/7/8,First Class,伪,New York,Other (median),3,Copiers,0.2,174.9975,1,$560
Technology,Toledo,United States,Shahid Hopkins,2021-12-01,Logitech,2021/12/7,CA-2021-157980,43615,Logitech G602 Wireless Gaming Mouse,East,Consumer,伪,2021/12/9,First Class,伪,Ohio,Other (median),3,Accessories,0.2,25.5968,2,$128
Technology,Philadelphia,United States,Rob Lucas,2021-07-01,Plantronics,2021/7/7,US-2021-169551,19120,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,East,Consumer,伪,2021/7/9,First Class,伪,Pennsylvania,Other (median),3,Accessories,0.2,85.787000000,2,$528
Technology,Philadelphia,United States,Adam Shillingsburg,2021-09-01,Logitech,2021/9/16,CA-2021-136448,19143,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,East,Consumer,伪,2021/9/18,First Class,伪,Pennsylvania,Other (median),3,Accessories,0.2,14.3952,2,$48
Technology,Cincinnati,United States,Maria Bertelson,2019-10-01,SanDisk,2019/10/5,CA-2019-145828,45231,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,East,Consumer,伪,2019/10/7,First Class,伪,Ohio,Other (median),3,Accessories,0.2,-4.641,3,$53
Technology,Newark,United States,Susan MacKendrick,2020-05-01,Logitech,2020/5/3,CA-2020-129280,43055,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),East,Consumer,伪,2020/5/5,First Class,伪,Ohio,Other (median),3,Accessories,0.2,-75.5958,3,$432
Technology,Philadelphia,United States,Rob Lucas,2021-07-01,Other,2021/7/7,US-2021-169551,19120,AmazonBasics 3-Button USB Wired Mouse,East,Consumer,伪,2021/7/9,First Class,伪,Pennsylvania,Other (median),3,Accessories,0.2,4.8231,3,$17
Technology,Philadelphia,United States,Adam Shillingsburg,2021-09-01,Logitech,2021/9/16,CA-2021-136448,19143,Logitech Trackman Marble Mouse,East,Consumer,伪,2021/9/18,First Class,伪,Pennsylvania,Other (median),3,Accessories,0.2,19.7934,3,$72
Technology,Philadelphia,United States,Frank Olsen,2019-09-01,Logitech,2019/9/22,US-2019-115343,19143,Logitech P710e Mobile Speakerphone,East,Consumer,伪,2019/9/25,First Class,伪,Pennsylvania,Other (median),3,Accessories,0.2,-7.724700000,3,$618
Technology,Newark,United States,Susan MacKendrick,2020-05-01,Imation,2020/5/3,CA-2020-129280,43055,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,East,Consumer,伪,2020/5/5,First Class,伪,Ohio,Other (median),3,Accessories,0.2,34.7865,5,$133
Technology,Newark,United States,Natalie Fritzler,2019-12-01,Plantronics,2019/12/15,CA-2019-147830,43055,Plantronics Savi W720 Multi-Device Wireless Headset System,East,Consumer,伪,2019/12/18,First Class,伪,Ohio,Other (median),3,Accessories,0.2,607.608,6,"$2,025"
Technology,Newark,United States,Natalie Fritzler,2019-12-01,Panasonic,2019/12/15,CA-2019-147830,43055,Panasonic KX TS3282W Corded phone,East,Consumer,伪,2019/12/18,First Class,伪,Ohio,Other (median),3,Phones,0.4,-16.998,2,$102
Technology,Philadelphia,United States,Rob Lucas,2021-07-01,Apple,2021/7/7,US-2021-169551,19120,Apple iPhone 5S,East,Consumer,伪,2021/7/9,First Class,伪,Pennsylvania,Other (median),3,Phones,0.4,-113.998,2,$684
Technology,Philadelphia,United States,Max Jones,2021-12-01,Other,2021/12/8,US-2021-131961,19140,iHome FM Clock Radio with Lightning Dock,East,Consumer,伪,2021/12/11,First Class,伪,Pennsylvania,Other (median),3,Phones,0.4,-20.997,2,$84
Technology,Columbus,United States,Christy Brittain,2020-07-01,Hewlett-Packard,2020/7/25,CA-2020-147417,43229,Hewlett Packard LaserJet 3310 Copier,East,Consumer,伪,2020/7/27,First Class,伪,Ohio,Other (median),3,Copiers,0.4,191.9968,4,"$1,440"
Technology,Dublin,United States,Fred Harton,2021-06-01,Panasonic,2021/6/1,CA-2021-106831,43017,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,East,Consumer,伪,2021/6/3,First Class,伪,Ohio,Other (median),3,Phones,0.4,-34.3148,4,$158
Technology,Philadelphia,United States,Kean Thornton,2018-05-01,Hewlett-Packard,2018/5/8,CA-2018-116666,19134,Hewlett Packard LaserJet 3310 Copier,East,Consumer,伪,2018/5/10,First Class,伪,Pennsylvania,Other (median),3,Copiers,0.4,239.996,5,"$1,800"
Technology,Toledo,United States,Sally Knutson,2021-12-01,Panasonic,2021/12/22,CA-2021-119193,43615,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,East,Consumer,伪,2021/12/24,First Class,伪,Ohio,Other (median),3,Phones,0.4,94.4937,7,$630
Technology,Philadelphia,United States,Pamela Stobb,2021-09-01,Other,2021/9/14,CA-2021-156237,19140,Ricoh - Ink Collector Unit for GX3000 Series Printers,East,Consumer,伪,2021/9/15,First Class,伪,Pennsylvania,Other (median),3,Machines,0.7,-18.0385,1,$13
Technology,Newark,United States,Natalie Fritzler,2019-12-01,Cubify,2019/12/15,CA-2019-147830,43055,Cubify CubeX 3D Printer Double Head Print,East,Consumer,伪,2019/12/18,First Class,伪,Ohio,Other (median),3,Machines,0.7,-2639.9912,2,"$1,800"
Technology,Philadelphia,United States,Pamela Stobb,2021-09-01,Lexmark,2021/9/14,CA-2021-156237,19140,Lexmark MarkNet N8150 Wireless Print Server,East,Consumer,伪,2021/9/15,First Class,伪,Pennsylvania,Other (median),3,Machines,0.7,-168.819,2,$241
Technology,Newark,United States,Susan MacKendrick,2020-05-01,Cisco,2020/5/3,CA-2020-129280,43055,Cisco 8961 IP Phone Charcoal,East,Consumer,伪,2020/5/5,First Class,伪,Ohio,Other (median),3,Machines,0.7,-164.9538,3,$225
Technology,Jonesboro,United States,Emily Phan,2020-11-01,OtterBox,2020/11/25,US-2020-119298,72401,OtterBox Defender Series Case - Samsung Galaxy S4,South,Consumer,伪,2020/11/28,First Class,伪,Arkansas,Other (median),3,Phones,0,17.994,2,$60
Technology,Waynesboro,United States,Lauren Leatherbury,2019-04-01,Other,2019/4/16,CA-2019-137974,22980,Konftel 250 Conference phone - Charcoal black,South,Consumer,伪,2019/4/18,First Class,伪,Virginia,Other (median),3,Phones,0,148.1064,2,$570
Technology,Little Rock,United States,Clytie Kelty,2020-06-01,Kingston,2020/6/6,US-2020-167472,72209,Kingston Digital DataTraveler 16GB USB 2.0,South,Consumer,伪,2020/6/7,First Class,伪,Arkansas,Other (median),3,Accessories,0,5.1015,3,$27
Technology,Little Rock,United States,Clytie Kelty,2020-06-01,Plantronics,2020/6/6,US-2020-167472,72209,Plantronics S12 Corded Telephone Headset System,South,Consumer,伪,2020/6/7,First Class,伪,Arkansas,Other (median),3,Accessories,0,129.348,3,$323
Technology,Virginia Beach,United States,Liz Willingham,2020-11-01,Microsoft,2020/11/5,CA-2020-157280,23464,Microsoft Natural Ergonomic Keyboard 4000,South,Consumer,伪,2020/11/7,First Class,伪,Virginia,Other (median),3,Accessories,0,18.8937,3,$90
Technology,Bowling Green,United States,Brian Derr,2021-12-01,Memorex,2021/12/21,CA-2021-109589,42104,Memorex Froggy Flash Drive 8 GB,South,Consumer,伪,2021/12/24,First Class,伪,Kentucky,Other (median),3,Accessories,0,27.69,4,$71
Technology,Fayetteville,United States,Joel Eaton,2021-09-01,Verbatim,2021/9/22,CA-2021-161053,72701,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",South,Consumer,伪,2021/9/23,First Class,伪,Arkansas,Other (median),3,Accessories,0,15.378,5,$35
Technology,Roswell,United States,Erica Hackney,2018-01-01,Logitech,2018/1/15,CA-2018-103366,30076,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,South,Consumer,伪,2018/1/17,First Class,伪,Georgia,Other (median),3,Accessories,0,65.978,5,$150
Technology,Little Rock,United States,Clytie Kelty,2020-06-01,Logitech,2020/6/6,US-2020-167472,72209,Logitech Trackman Marble Mouse,South,Consumer,伪,2020/6/7,First Class,伪,Arkansas,Other (median),3,Accessories,0,75.5748,6,$180
Technology,Monroe,United States,Kelly Williams,2019-04-01,Memorex,2019/4/18,CA-2019-102722,71203,Memorex Froggy Flash Drive 8 GB,South,Consumer,伪,2019/4/19,First Class,伪,Louisiana,Louisiana,2,Accessories,0,41.535,6,$107
Technology,Woodstock,United States,Lauren Leatherbury,2018-08-01,Maxell,2018/8/12,CA-2018-153927,30188,"Maxell 74 Minute CD-R Spindle, 50/Pack",South,Consumer,伪,2018/8/13,First Class,伪,Georgia,Other (median),3,Accessories,0,98.1396,13,$273
Technology,Tampa,United States,Amy Cox,2019-06-01,Belkin,2019/6/15,US-2019-106495,33614,Belkin Standard 104 key USB Keyboard,South,Consumer,伪,2019/6/17,First Class,伪,Florida,Other (median),3,Accessories,0.2,-0.729500000,1,$12
Technology,Boca Raton,United States,Vivian Mathis,2020-06-01,Verbatim,2020/6/14,CA-2020-133872,33433,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",South,Consumer,伪,2020/6/17,First Class,伪,Florida,Other (median),3,Accessories,0.2,2.308,2,$18
Technology,Fayetteville,United States,Helen Andreada,2020-08-01,Apple,2020/8/9,US-2020-113649,28314,Apple EarPods with Remote and Mic,South,Consumer,伪,2020/8/12,First Class,伪,North Carolina,Other (median),3,Phones,0.2,4.4784,2,$45
Technology,Jacksonville,United States,Dean Braden,2020-03-01,Other,2020/3/26,US-2020-162677,28540,Case Logic 2.4GHz Wireless Keyboard,South,Consumer,伪,2020/3/27,First Class,伪,North Carolina,Other (median),3,Accessories,0.2,-17.9964,3,$120
Technology,Jacksonville,United States,Lynn Smith,2019-12-01,Anker,2019/12/21,CA-2019-165414,28540,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,South,Consumer,伪,2019/12/24,First Class,伪,North Carolina,Other (median),3,Phones,0.2,4.7976,3,$48
